Wall time,Step,Value
1574801742.7447758,10001,-224.6171112060547
1574801762.3411834,20001,-191.66688537597656
1574801792.5990787,30001,-169.94932556152344
1574801838.4510052,40001,-149.7620849609375
1574801867.8908367,50001,-139.0650634765625
1574801894.8282475,60001,-117.38226318359375
1574801918.9433029,70001,-83.43695831298828
1574801941.638906,80001,-40.597564697265625
1574801966.6821082,90001,-24.17479705810547
1574802002.0404084,100001,-1.684179425239563
1574802032.234748,110001,8.386639595031738
1574802060.6778204,120001,18.355485916137695
1574802087.3965626,130001,29.162553787231445
1574802115.8171687,140001,37.271968841552734
1574802145.5819988,150001,49.98500442504883
1574802176.6762695,160001,51.20840072631836
1574802209.5177505,170001,55.54557418823242
1574802240.8540657,180001,63.74039840698242
1574802268.4482915,190001,66.64851379394531
1574802296.6858046,200001,66.45428466796875
1574802322.5089016,210001,56.74496078491211
1574802348.8355005,220001,63.474815368652344
1574802373.7287135,230001,58.41530990600586
1574802395.762436,240001,67.7647476196289
1574802426.8035183,250001,71.98371124267578
1574802450.0648875,260001,88.52748107910156
1574802475.2458673,270001,114.57161712646484
1574802496.3217134,280001,122.24694061279297
1574802518.0188498,290001,137.28465270996094
1574802545.2337081,300001,135.2095947265625
1574802568.7600367,310001,153.14637756347656
1574802590.829823,320001,156.09744262695312
1574802611.413952,330001,151.50352478027344
1574802632.07631,340001,144.01742553710938
1574802654.890387,350001,132.33612060546875
1574802675.1035826,360001,114.79126739501953
1574802696.5514076,370001,114.16356658935547
1574802716.8517632,380001,79.5802001953125
1574802736.4640005,390001,88.78047180175781
1574802756.8257203,400001,82.0376968383789
1574802776.2793043,410001,75.73973846435547
1574802796.584397,420001,74.70265197753906
1574802816.6774068,430001,57.036678314208984
1574802835.3360457,440001,67.77467346191406
1574802854.39156,450001,54.67424774169922
1574802874.7733867,460001,14.614928245544434
1574802895.9787972,470001,20.12502098083496
1574802917.3817549,480001,8.84718132019043
1574802936.0849905,490001,9.569478988647461
